abbreviation,name,year,value
jur,Jura,1688,43.48809523809524
lan,Languedoc,1688,36.05
llv,Low Loire Valley,1688,NA
lux,Luxembourg,1688,NA
mar,Maritime alps,1688,41
nit,Northern Italy,1688,NA
nlo,Northern  Lorraine,1688,NA
nrv,Northern Rhone valley,1688,NA
sav,Savoie,1688,NA
spa,Spain,1688,51
slo,Southern Lorraine,1688,NA
srv,Southern Rhone valley,1688,31.683660130718955
swi,Switzerland (Leman Lake),1688,45.72222222222222
vse,Various South-East,1688,NA
vpc,Vendée - Poitou Charente,1688,NA
als,Alsace,1689,NA
auv,Auvergne,1689,NA
aux,Auxerre-Avalon,1689,NA
bea,Beaujolais and Maconnais,1689,NA
bor,Bordeaux,1689,NA
bur,Burgundy,1689,29.384444444444444
cha1,Champagne 1,1689,NA
cha2,Champagne 2,1689,NA
gai,Gaillac- South-West,1689,NA
ger,Germany,1689,NA
hlv,High Loire Valley,1689,NA
idf,Ile de France,1689,30
jur,Jura,1689,43.98809523809524
lan,Languedoc,1689,30.41
llv,Low Loire Valley,1689,NA
lux,Luxembourg,1689,NA
mar,Maritime alps,1689,43
nit,Northern Italy,1689,NA
nlo,Northern  Lorraine,1689,NA
nrv,Northern Rhone valley,1689,NA
sav,Savoie,1689,NA
spa,Spain,1689,36
slo,Southern Lorraine,1689,NA
srv,Southern Rhone valley,1689,26
swi,Switzerland (Leman Lake),1689,50.639024390243904
vse,Various South-East,1689,NA
vpc,Vendée - Poitou Charente,1689,NA
als,Alsace,1690,NA
auv,Auvergne,1690,NA
aux,Auxerre-Avalon,1690,NA
bea,Beaujolais and Maconnais,1690,NA
bor,Bordeaux,1690,NA
bur,Burgundy,1690,13.884444444444444
cha1,Champagne 1,1690,NA
cha2,Champagne 2,1690,NA
gai,Gaillac- South-West,1690,NA
ger,Germany,1690,44
hlv,High Loire Valley,1690,NA
idf,Ile de France,1690,25
jur,Jura,1690,49
lan,Languedoc,1690,28.95
llv,Low Loire Valley,1690,NA
lux,Luxembourg,1690,NA
mar,Maritime alps,1690,47.5
nit,Northern Italy,1690,46
nlo,Northern  Lorraine,1690,NA
nrv,Northern Rhone valley,1690,NA
sav,Savoie,1690,NA
spa,Spain,1690,52
slo,Southern Lorraine,1690,NA
srv,Southern Rhone valley,1690,32.05588235294118
swi,Switzerland (Leman Lake),1690,46.72222222222222
vse,Various South-East,1690,NA
vpc,Vendée - Poitou Charente,1690,NA
als,Alsace,1691,NA
auv,Auvergne,1691,NA
aux,Auxerre-Avalon,1691,NA
bea,Beaujolais and Maconnais,1691,NA
bor,Bordeaux,1691,21
bur,Burgundy,1691,24.384444444444444
cha1,Champagne 1,1691,NA
cha2,Champagne 2,1691,NA
gai,Gaillac- South-West,1691,43
ger,Germany,1691,42
hlv,High Loire Valley,1691,NA
idf,Ile de France,1691,20
jur,Jura,1691,38.98809523809524
lan,Languedoc,1691,23.84
llv,Low Loire Valley,1691,NA
lux,Luxembourg,1691,NA
mar,Maritime alps,1691,34
nit,Northern Italy,1691,NA
nlo,Northern  Lorraine,1691,NA
nrv,Northern Rhone valley,1691,NA
sav,Savoie,1691,NA
spa,Spain,1691,38
slo,Southern Lorraine,1691,NA
srv,Southern Rhone valley,1691,21.911764705882355
swi,Switzerland (Leman Lake),1691,42.106615285806036
vse,Various South-East,1691,NA
vpc,Vendée - Poitou Charente,1691,NA
als,Alsace,1692,NA
auv,Auvergne,1692,NA
aux,Auxerre-Avalon,1692,NA
bea,Beaujolais and Maconnais,1692,NA
bor,Bordeaux,1692,NA
bur,Burgundy,1692,35.38444444444444
cha1,Champagne 1,1692,NA
cha2,Champagne 2,1692,NA
gai,Gaillac- South-West,1692,NA
ger,Germany,1692,48
hlv,High Loire Valley,1692,NA
idf,Ile de France,1692,47
jur,Jura,1692,59
lan,Languedoc,1692,33.84
llv,Low Loire Valley,1692,NA
lux,Luxembourg,1692,NA
mar,Maritime alps,1692,51
nit,Northern Italy,1692,57
nlo,Northern  Lorraine,1692,NA
nrv,Northern Rhone valley,1692,NA
sav,Savoie,1692,NA
spa,Spain,1692,44
slo,Southern Lorraine,1692,NA
srv,Southern Rhone valley,1692,29.183660130718955
swi,Switzerland (Leman Lake),1692,66.22222222222223
vse,Various South-East,1692,NA
vpc,Vendée - Poitou Charente,1692,NA
als,Alsace,1693,NA
auv,Auvergne,1693,NA
aux,Auxerre-Avalon,1693,NA
bea,Beaujolais and Maconnais,1693,NA
bor,Bordeaux,1693,NA
bur,Burgundy,1693,29.384444444444444
cha1,Champagne 1,1693,NA
cha2,Champagne 2,1693,NA
gai,Gaillac- South-West,1693,NA
ger,Germany,1693,38
hlv,High Loire Valley,1693,NA
idf,Ile de France,1693,29
jur,Jura,1693,42
lan,Languedoc,1693,NA
llv,Low Loire Valley,1693,NA
lux,Luxembourg,1693,NA
mar,Maritime alps,1693,52.5
nit,Northern Italy,1693,NA
nlo,Northern  Lorraine,1693,NA
nrv,Northern Rhone valley,1693,NA
sav,Savoie,1693,NA
spa,Spain,1693,57
slo,Southern Lorraine,1693,NA
srv,Southern Rhone valley,1693,26.455555555555556
swi,Switzerland (Leman Lake),1693,42.31951219512195
vse,Various South-East,1693,NA
vpc,Vendée - Poitou Charente,1693,NA
als,Alsace,1694,NA
auv,Auvergne,1694,NA
aux,Auxerre-Avalon,1694,NA
bea,Beaujolais and Maconnais,1694,NA
bor,Bordeaux,1694,NA
bur,Burgundy,1694,26.384444444444444
cha1,Champagne 1,1694,NA
cha2,Champagne 2,1694,NA
gai,Gaillac- South-West,1694,NA
ger,Germany,1694,38
hlv,High Loire Valley,1694,NA
idf,Ile de France,1694,47
jur,Jura,1694,33.98809523809524
lan,Languedoc,1694,24.74
llv,Low Loire Valley,1694,NA
lux,Luxembourg,1694,NA
mar,Maritime alps,1694,41
nit,Northern Italy,1694,NA
nlo,Northern  Lorraine,1694,NA
nrv,Northern Rhone valley,1694,NA
sav,Savoie,1694,NA
spa,Spain,1694,43
slo,Southern Lorraine,1694,NA
srv,Southern Rhone valley,1694,19.438304093567254
swi,Switzerland (Leman Lake),1694,41
vse,Various South-East,1694,NA
vpc,Vendée - Poitou Charente,1694,NA
als,Alsace,1695,NA
auv,Auvergne,1695,NA
aux,Auxerre-Avalon,1695,NA
bea,Beaujolais and Maconnais,1695,NA
bor,Bordeaux,1695,NA
bur,Burgundy,1695,22.384444444444444
cha1,Champagne 1,1695,NA
cha2,Champagne 2,1695,NA
gai,Gaillac- South-West,1695,NA
ger,Germany,1695,46
hlv,High Loire Valley,1695,NA
idf,Ile de France,1695,46
jur,Jura,1695,53.48809523809524
lan,Languedoc,1695,36.79
llv,Low Loire Valley,1695,NA
lux,Luxembourg,1695,NA
mar,Maritime alps,1695,52.5
nit,Northern Italy,1695,55
nlo,Northern  Lorraine,1695,NA
nrv,Northern Rhone valley,1695,NA
sav,Savoie,1695,NA
spa,Spain,1695,51
slo,Southern Lorraine,1695,NA
srv,Southern Rhone valley,1695,30.911764705882355
swi,Switzerland (Leman Lake),1695,60.86028192371476
vse,Various South-East,1695,NA
vpc,Vendée - Poitou Charente,1695,NA
als,Alsace,1696,NA
auv,Auvergne,1696,NA
aux,Auxerre-Avalon,1696,NA
bea,Beaujolais and Maconnais,1696,NA
bor,Bordeaux,1696,34.5
bur,Burgundy,1696,16.884444444444444
cha1,Champagne 1,1696,NA
cha2,Champagne 2,1696,NA
gai,Gaillac- South-West,1696,NA
ger,Germany,1696,43
hlv,High Loire Valley,1696,NA
idf,Ile de France,1696,39
jur,Jura,1696,44.48809523809524
lan,Languedoc,1696,28.84
llv,Low Loire Valley,1696,NA
lux,Luxembourg,1696,NA
mar,Maritime alps,1696,58
nit,Northern Italy,1696,NA
nlo,Northern  Lorraine,1696,NA
nrv,Northern Rhone valley,1696,NA
sav,Savoie,1696,NA
spa,Spain,1696,41
slo,Southern Lorraine,1696,NA
srv,Southern Rhone valley,1696,25.198529411764703
swi,Switzerland (Leman Lake),1696,47.276119402985074
vse,Various South-East,1696,NA
vpc,Vendée - Poitou Charente,1696,NA
als,Alsace,1697,NA
auv,Auvergne,1697,NA
aux,Auxerre-Avalon,1697,NA
bea,Beaujolais and Maconnais,1697,NA
bor,Bordeaux,1697,19.5
bur,Burgundy,1697,26.384444444444444
cha1,Champagne 1,1697,NA
cha2,Champagne 2,1697,NA
gai,Gaillac- South-West,1697,NA
ger,Germany,1697,38
hlv,High Loire Valley,1697,NA
idf,Ile de France,1697,NA
jur,Jura,1697,39.98809523809524
lan,Languedoc,1697,26.79
llv,Low Loire Valley,1697,NA
lux,Luxembourg,1697,NA
mar,Maritime alps,1697,51
nit,Northern Italy,1697,NA
nlo,Northern  Lorraine,1697,NA
nrv,Northern Rhone valley,1697,NA
sav,Savoie,1697,NA
spa,Spain,1697,55
slo,Southern Lorraine,1697,NA
srv,Southern Rhone valley,1697,24.455555555555556
swi,Switzerland (Leman Lake),1697,45.13805970149254
vse,Various South-East,1697,NA
vpc,Vendée - Poitou Charente,1697,NA
als,Alsace,1698,NA
auv,Auvergne,1698,NA
aux,Auxerre-Avalon,1698,NA
bea,Beaujolais and Maconnais,1698,NA
bor,Bordeaux,1698,46.5
bur,Burgundy,1698,38.88444444444444
cha1,Champagne 1,1698,NA
cha2,Champagne 2,1698,NA
gai,Gaillac- South-West,1698,NA
ger,Germany,1698,25
hlv,High Loire Valley,1698,NA
idf,Ile de France,1698,49
jur,Jura,1698,62.48809523809524
lan,Languedoc,1698,42.74
llv,Low Loire Valley,1698,NA
lux,Luxembourg,1698,NA
mar,Maritime alps,1698,61.5
nit,Northern Italy,1698,NA
nlo,Northern  Lorraine,1698,NA
nrv,Northern Rhone valley,1698,NA
sav,Savoie,1698,NA
spa,Spain,1698,52
slo,Southern Lorraine,1698,NA
srv,Southern Rhone valley,1698,38
swi,Switzerland (Leman Lake),1698,67.6390243902439
vse,Various South-East,1698,NA
vpc,Vendée - Poitou Charente,1698,NA
als,Alsace,1699,NA
auv,Auvergne,1699,NA
aux,Auxerre-Avalon,1699,NA
bea,Beaujolais and Maconnais,1699,NA
bor,Bordeaux,1699,25.5
bur,Burgundy,1699,17.384444444444444
cha1,Champagne 1,1699,NA
cha2,Champagne 2,1699,NA
gai,Gaillac- South-West,1699,NA
ger,Germany,1699,44
hlv,High Loire Valley,1699,NA
idf,Ile de France,1699,27
jur,Jura,1699,47.48809523809524
lan,Languedoc,1699,33.84
llv,Low Loire Valley,1699,NA
lux,Luxembourg,1699,NA
mar,Maritime alps,1699,43.5
nit,Northern Italy,1699,NA
nlo,Northern  Lorraine,1699,NA
nrv,Northern Rhone valley,1699,NA
sav,Savoie,1699,NA
spa,Spain,1699,34
slo,Southern Lorraine,1699,NA
srv,Southern Rhone valley,1699,29.455882352941178
swi,Switzerland (Leman Lake),1699,47.36028192371476
vse,Various South-East,1699,NA
vpc,Vendée - Poitou Charente,1699,NA
als,Alsace,1700,42.890625
auv,Auvergne,1700,NA
aux,Auxerre-Avalon,1700,NA
bea,Beaujolais and Maconnais,1700,NA
bor,Bordeaux,1700,NA
bur,Burgundy,1700,31.591419816138917
cha1,Champagne 1,1700,NA
cha2,Champagne 2,1700,NA
gai,Gaillac- South-West,1700,NA
ger,Germany,1700,41
hlv,High Loire Valley,1700,NA
idf,Ile de France,1700,42
jur,Jura,1700,54.6374269005848
lan,Languedoc,1700,32
llv,Low Loire Valley,1700,NA
lux,Luxembourg,1700,NA
mar,Maritime alps,1700,54
nit,Northern Italy,1700,42
nlo,Northern  Lorraine,1700,NA
nrv,Northern Rhone valley,1700,NA
sav,Savoie,1700,NA
spa,Spain,1700,49
slo,Southern Lorraine,1700,NA
srv,Southern Rhone valley,1700,30.455882352941178
swi,Switzerland (Leman Lake),1700,58
vse,Various South-East,1700,NA
vpc,Vendée - Poitou Charente,1700,NA
als,Alsace,1701,35.890625
auv,Auvergne,1701,NA
aux,Auxerre-Avalon,1701,NA
bea,Beaujolais and Maconnais,1701,NA
bor,Bordeaux,1701,NA
bur,Burgundy,1701,25.636363636363637
cha1,Champagne 1,1701,NA
cha2,Champagne 2,1701,NA
gai,Gaillac- South-West,1701,NA
ger,Germany,1701,40
hlv,High Loire Valley,1701,NA
idf,Ile de France,1701,32
jur,Jura,1701,43
lan,Languedoc,1701,44.84
llv,Low Loire Valley,1701,NA
lux,Luxembourg,1701,NA
mar,Maritime alps,1701,47
nit,Northern Italy,1701,NA
nlo,Northern  Lorraine,1701,NA
nrv,Northern Rhone valley,1701,NA
sav,Savoie,1701,NA
spa,Spain,1701,54
slo,Southern Lorraine,1701,NA
srv,Southern Rhone valley,1701,34
swi,Switzerland (Leman Lake),1701,50.31951219512195
vse,Various South-East,1701,NA
vpc,Vendée - Poitou Charente,1701,NA
als,Alsace,1702,45.028985507246375
auv,Auvergne,1702,NA
aux,Auxerre-Avalon,1702,NA
bea,Beaujolais and Maconnais,1702,NA
bor,Bordeaux,1702,NA
bur,Burgundy,1702,19.636363636363637
cha1,Champagne 1,1702,NA
cha2,Champagne 2,1702,NA
gai,Gaillac- South-West,1702,NA
ger,Germany,1702,43
hlv,High Loire Valley,1702,NA
idf,Ile de France,1702,34
jur,Jura,1702,55.48809523809524
lan,Languedoc,1702,38.02
llv,Low Loire Valley,1702,NA
lux,Luxembourg,1702,NA
mar,Maritime alps,1702,48
nit,Northern Italy,1702,48
nlo,Northern  Lorraine,1702,NA
nrv,Northern Rhone valley,1702,NA
sav,Savoie,1702,NA
spa,Spain,1702,48
slo,Southern Lorraine,1702,NA
srv,Southern Rhone valley,1702,29.455555555555556
swi,Switzerland (Leman Lake),1702,57
vse,Various South-East,1702,NA
vpc,Vendée - Poitou Charente,1702,NA
als,Alsace,1703,49.4453125
auv,Auvergne,1703,NA
aux,Auxerre-Avalon,1703,NA
bea,Beaujolais and Maconnais,1703,NA
bor,Bordeaux,1703,NA
bur,Burgundy,1703,25.591419816138917
cha1,Champagne 1,1703,NA
cha2,Champagne 2,1703,NA
gai,Gaillac- South-West,1703,40
ger,Germany,1703,42
hlv,High Loire Valley,1703,NA
idf,Ile de France,1703,42
jur,Jura,1703,45.98809523809524
lan,Languedoc,1703,28.84
llv,Low Loire Valley,1703,NA
lux,Luxembourg,1703,NA
mar,Maritime alps,1703,38
nit,Northern Italy,1703,47
nlo,Northern  Lorraine,1703,NA
nrv,Northern Rhone valley,1703,NA
sav,Savoie,1703,NA
spa,Spain,1703,41
slo,Southern Lorraine,1703,NA
srv,Southern Rhone valley,1703,27
swi,Switzerland (Leman Lake),1703,57.44444444444444
vse,Various South-East,1703,NA
vpc,Vendée - Poitou Charente,1703,NA
als,Alsace,1704,30.4453125
auv,Auvergne,1704,NA
aux,Auxerre-Avalon,1704,NA
bea,Beaujolais and Maconnais,1704,NA
bor,Bordeaux,1704,NA
bur,Burgundy,1704,15
cha1,Champagne 1,1704,NA
cha2,Champagne 2,1704,NA
gai,Gaillac- South-West,1704,NA
ger,Germany,1704,30
hlv,High Loire Valley,1704,NA
idf,Ile de France,1704,22
jur,Jura,1704,32
lan,Languedoc,1704,22.31
llv,Low Loire Valley,1704,NA
lux,Luxembourg,1704,NA
mar,Maritime alps,1704,36
nit,Northern Italy,1704,NA
nlo,Northern  Lorraine,1704,NA
nrv,Northern Rhone valley,1704,NA
sav,Savoie,1704,NA
spa,Spain,1704,NA
slo,Southern Lorraine,1704,NA
srv,Southern Rhone valley,1704,22
swi,Switzerland (Leman Lake),1704,34.22222222222222
vse,Various South-East,1704,NA
vpc,Vendée - Poitou Charente,1704,NA
als,Alsace,1705,46.9453125
auv,Auvergne,1705,NA
aux,Auxerre-Avalon,1705,NA
bea,Beaujolais and Maconnais,1705,NA
bor,Bordeaux,1705,NA
bur,Burgundy,1705,28.591419816138917
cha1,Champagne 1,1705,NA
cha2,Champagne 2,1705,NA
gai,Gaillac- South-West,1705,NA
ger,Germany,1705,49
hlv,High Loire Valley,1705,NA
idf,Ile de France,1705,35
jur,Jura,1705,46.976190476190474
lan,Languedoc,1705,33.84
llv,Low Loire Valley,1705,NA
lux,Luxembourg,1705,NA
mar,Maritime alps,1705,49
nit,Northern Italy,1705,NA
nlo,Northern  Lorraine,1705,NA
nrv,Northern Rhone valley,1705,NA
sav,Savoie,1705,NA
spa,Spain,1705,NA
slo,Southern Lorraine,1705,NA
srv,Southern Rhone valley,1705,31.727777777777778
swi,Switzerland (Leman Lake),1705,55.13805970149254
vse,Various South-East,1705,NA
vpc,Vendée - Poitou Charente,1705,NA
als,Alsace,1706,38.69565217391305
auv,Auvergne,1706,NA
aux,Auxerre-Avalon,1706,NA
bea,Beaujolais and Maconnais,1706,NA
bor,Bordeaux,1706,NA
bur,Burgundy,1706,7.020808080808081
cha1,Champagne 1,1706,NA
cha2,Champagne 2,1706,NA
gai,Gaillac- South-West,1706,NA
ger,Germany,1706,40
hlv,High Loire Valley,1706,NA
idf,Ile de France,1706,22
jur,Jura,1706,23.988095238095237
lan,Languedoc,1706,18.29
llv,Low Loire Valley,1706,NA
lux,Luxembourg,1706,NA
mar,Maritime alps,1706,29
nit,Northern Italy,1706,42
nlo,Northern  Lorraine,1706,NA
nrv,Northern Rhone valley,1706,NA
sav,Savoie,1706,NA
spa,Spain,1706,NA
slo,Southern Lorraine,1706,NA
srv,Southern Rhone valley,1706,18
swi,Switzerland (Leman Lake),1706,37.639024390243904
vse,Various South-East,1706,NA
vpc,Vendée - Poitou Charente,1706,NA
als,Alsace,1707,44
auv,Auvergne,1707,NA
aux,Auxerre-Avalon,1707,NA
bea,Beaujolais and Maconnais,1707,NA
bor,Bordeaux,1707,NA
bur,Burgundy,1707,22.591419816138917
cha1,Champagne 1,1707,NA
cha2,Champagne 2,1707,NA
gai,Gaillac- South-West,1707,NA
ger,Germany,1707,40
hlv,High Loire Valley,1707,NA
idf,Ile de France,1707,30
jur,Jura,1707,42
lan,Languedoc,1707,39.2
llv,Low Loire Valley,1707,NA
lux,Luxembourg,1707,NA
mar,Maritime alps,1707,36.5
nit,Northern Italy,1707,47
nlo,Northern  Lorraine,1707,NA
nrv,Northern Rhone valley,1707,NA
sav,Savoie,1707,NA
spa,Spain,1707,NA
slo,Southern Lorraine,1707,NA
srv,Southern Rhone valley,1707,28
swi,Switzerland (Leman Lake),1707,50.106615285806036
vse,Various South-East,1707,NA
vpc,Vendée - Poitou Charente,1707,NA
als,Alsace,1708,32
auv,Auvergne,1708,NA
aux,Auxerre-Avalon,1708,NA
bea,Beaujolais and Maconnais,1708,NA
bor,Bordeaux,1708,NA
bur,Burgundy,1708,24.636363636363637
cha1,Champagne 1,1708,NA
cha2,Champagne 2,1708,NA
gai,Gaillac- South-West,1708,NA
ger,Germany,1708,39
hlv,High Loire Valley,1708,NA
idf,Ile de France,1708,34
jur,Jura,1708,41.6374269005848
lan,Languedoc,1708,29.87
llv,Low Loire Valley,1708,NA
lux,Luxembourg,1708,NA
mar,Maritime alps,1708,42.5
nit,Northern Italy,1708,NA
nlo,Northern  Lorraine,1708,NA
nrv,Northern Rhone valley,1708,NA
sav,Savoie,1708,NA
spa,Spain,1708,NA
slo,Southern Lorraine,1708,NA
srv,Southern Rhone valley,1708,28
swi,Switzerland (Leman Lake),1708,45.36028192371476
vse,Various South-East,1708,NA
vpc,Vendée - Poitou Charente,1708,NA
als,Alsace,1709,29.890625
auv,Auvergne,1709,NA
aux,Auxerre-Avalon,1709,NA
bea,Beaujolais and Maconnais,1709,NA
bor,Bordeaux,1709,NA
bur,Burgundy,1709,31.591419816138917
cha1,Champagne 1,1709,NA
cha2,Champagne 2,1709,NA
gai,Gaillac- South-West,1709,NA
ger,Germany,1709,37
hlv,High Loire Valley,1709,NA
idf,Ile de France,1709,NA
jur,Jura,1709,38.6374269005848
lan,Languedoc,1709,36.62
llv,Low Loire Valley,1709,NA
lux,Luxembourg,1709,NA
mar,Maritime alps,1709,44
nit,Northern Italy,1709,NA
nlo,Northern  Lorraine,1709,NA
nrv,Northern Rhone valley,1709,NA
sav,Savoie,1709,NA
spa,Spain,1709,NA
slo,Southern Lorraine,1709,NA
srv,Southern Rhone valley,1709,31
swi,Switzerland (Leman Lake),1709,48
vse,Various South-East,1709,NA
vpc,Vendée - Poitou Charente,1709,NA
als,Alsace,1710,37.9453125
auv,Auvergne,1710,NA
aux,Auxerre-Avalon,1710,NA
bea,Beaujolais and Maconnais,1710,NA
bor,Bordeaux,1710,NA
bur,Burgundy,1710,20.636363636363637
cha1,Champagne 1,1710,NA
cha2,Champagne 2,1710,NA
gai,Gaillac- South-West,1710,NA
ger,Germany,1710,36
hlv,High Loire Valley,1710,NA
idf,Ile de France,1710,31
jur,Jura,1710,37.30680868838763
lan,Languedoc,1710,26.87
llv,Low Loire Valley,1710,NA
lux,Luxembourg,1710,NA
mar,Maritime alps,1710,34
nit,Northern Italy,1710,NA
nlo,Northern  Lorraine,1710,NA
nrv,Northern Rhone valley,1710,NA
sav,Savoie,1710,NA
spa,Spain,1710,NA
slo,Southern Lorraine,1710,NA
srv,Southern Rhone valley,1710,18.510204081632654
swi,Switzerland (Leman Lake),1710,43.13805970149254
vse,Various South-East,1710,NA
vpc,Vendée - Poitou Charente,1710,NA
als,Alsace,1711,39.4453125
auv,Auvergne,1711,NA
aux,Auxerre-Avalon,1711,NA
bea,Beaujolais and Maconnais,1711,NA
bor,Bordeaux,1711,NA
bur,Burgundy,1711,26.636363636363637
cha1,Champagne 1,1711,NA
cha2,Champagne 2,1711,NA
gai,Gaillac- South-West,1711,NA
ger,Germany,1711,32
hlv,High Loire Valley,1711,NA
idf,Ile de France,1711,31.02857142857143
jur,Jura,1711,44.6374269005848
lan,Languedoc,1711,33.74
llv,Low Loire Valley,1711,NA
lux,Luxembourg,1711,NA
mar,Maritime alps,1711,48.5
nit,Northern Italy,1711,NA
nlo,Northern  Lorraine,1711,NA
nrv,Northern Rhone valley,1711,NA
sav,Savoie,1711,NA
spa,Spain,1711,43
slo,Southern Lorraine,1711,NA
srv,Southern Rhone valley,1711,20.727777777777778
swi,Switzerland (Leman Lake),1711,56
vse,Various South-East,1711,NA
vpc,Vendée - Poitou Charente,1711,NA
als,Alsace,1712,37.9453125
auv,Auvergne,1712,NA
aux,Auxerre-Avalon,1712,NA
bea,Beaujolais and Maconnais,1712,NA
bor,Bordeaux,1712,NA
bur,Burgundy,1712,28.136363636363637
cha1,Champagne 1,1712,NA
cha2,Champagne 2,1712,NA
gai,Gaillac- South-West,1712,NA
ger,Germany,1712,30
hlv,High Loire Valley,1712,NA
idf,Ile de France,1712,NA
jur,Jura,1712,42
lan,Languedoc,1712,32.53
llv,Low Loire Valley,1712,NA
lux,Luxembourg,1712,NA
mar,Maritime alps,1712,41
nit,Northern Italy,1712,NA
nlo,Northern  Lorraine,1712,NA
nrv,Northern Rhone valley,1712,NA
sav,Savoie,1712,NA
spa,Spain,1712,44
slo,Southern Lorraine,1712,NA
srv,Southern Rhone valley,1712,18.727777777777778
swi,Switzerland (Leman Lake),1712,47.639024390243904
vse,Various South-East,1712,NA
vpc,Vendée - Poitou Charente,1712,NA
als,Alsace,1713,44.890625
auv,Auvergne,1713,NA
aux,Auxerre-Avalon,1713,NA
bea,Beaujolais and Maconnais,1713,NA
bor,Bordeaux,1713,NA
bur,Burgundy,1713,34.52080808080808
cha1,Champagne 1,1713,NA
cha2,Champagne 2,1713,NA
gai,Gaillac- South-West,1713,NA
ger,Germany,1713,47
hlv,High Loire Valley,1713,NA
idf,Ile de France,1713,42
jur,Jura,1713,50
lan,Languedoc,1713,38.77
llv,Low Loire Valley,1713,NA
lux,Luxembourg,1713,NA
mar,Maritime alps,1713,40.5
nit,Northern Italy,1713,NA
nlo,Northern  Lorraine,1713,NA
nrv,Northern Rhone valley,1713,NA
sav,Savoie,1713,54.5
spa,Spain,1713,52
slo,Southern Lorraine,1713,NA
srv,Southern Rhone valley,1713,32
swi,Switzerland (Leman Lake),1713,59.76878612716763
vse,Various South-East,1713,NA
vpc,Vendée - Poitou Charente,1713,NA
als,Alsace,1714,47.890625
auv,Auvergne,1714,NA
aux,Auxerre-Avalon,1714,NA
bea,Beaujolais and Maconnais,1714,NA
bor,Bordeaux,1714,NA
bur,Burgundy,1714,29.591419816138917
cha1,Champagne 1,1714,NA
cha2,Champagne 2,1714,NA
gai,Gaillac- South-West,1714,NA
ger,Germany,1714,42
hlv,High Loire Valley,1714,NA
idf,Ile de France,1714,27
jur,Jura,1714,47.98809523809524
lan,Languedoc,1714,38.74
llv,Low Loire Valley,1714,NA
lux,Luxembourg,1714,NA
mar,Maritime alps,1714,54
nit,Northern Italy,1714,NA
nlo,Northern  Lorraine,1714,NA
nrv,Northern Rhone valley,1714,NA
sav,Savoie,1714,50
spa,Spain,1714,58
slo,Southern Lorraine,1714,NA
srv,Southern Rhone valley,1714,29.727777777777778
swi,Switzerland (Leman Lake),1714,57.76878612716763
vse,Various South-East,1714,42
vpc,Vendée - Poitou Charente,1714,NA
als,Alsace,1715,36.4453125
auv,Auvergne,1715,NA
aux,Auxerre-Avalon,1715,NA
bea,Beaujolais and Maconnais,1715,NA
bor,Bordeaux,1715,NA
bur,Burgundy,1715,27.636363636363637
cha1,Champagne 1,1715,NA
cha2,Champagne 2,1715,NA
gai,Gaillac- South-West,1715,NA
ger,Germany,1715,38
hlv,High Loire Valley,1715,NA
idf,Ile de France,1715,35
jur,Jura,1715,41
lan,Languedoc,1715,28.9
llv,Low Loire Valley,1715,NA
lux,Luxembourg,1715,NA
mar,Maritime alps,1715,37
nit,Northern Italy,1715,NA
nlo,Northern  Lorraine,1715,NA
nrv,Northern Rhone valley,1715,NA
sav,Savoie,1715,43
spa,Spain,1715,NA
slo,Southern Lorraine,1715,NA
srv,Southern Rhone valley,1715,21.727777777777778
swi,Switzerland (Leman Lake),1715,44.13805970149254
vse,Various South-East,1715,NA
vpc,Vendée - Poitou Charente,1715,NA
als,Alsace,1716,44.890625
auv,Auvergne,1716,NA
aux,Auxerre-Avalon,1716,NA
bea,Beaujolais and Maconnais,1716,NA
bor,Bordeaux,1716,NA
bur,Burgundy,1716,32.02080808080808
cha1,Champagne 1,1716,NA
cha2,Champagne 2,1716,NA
gai,Gaillac- South-West,1716,NA
ger,Germany,1716,54
hlv,High Loire Valley,1716,NA
idf,Ile de France,1716,NA
jur,Jura,1716,48.6374269005848
lan,Languedoc,1716,38.79
llv,Low Loire Valley,1716,NA
lux,Luxembourg,1716,NA
mar,Maritime alps,1716,47
nit,Northern Italy,1716,49
nlo,Northern  Lorraine,1716,NA
nrv,Northern Rhone valley,1716,NA
sav,Savoie,1716,55
spa,Spain,1716,36
slo,Southern Lorraine,1716,NA
srv,Southern Rhone valley,1716,33.727777777777774
swi,Switzerland (Leman Lake),1716,62
vse,Various South-East,1716,NA
vpc,Vendée - Poitou Charente,1716,NA
als,Alsace,1717,42
